"sample_id","timepoint","strain","temperature","replicate","arabinose_concentration","arabinose_unit","IPTG_concentration","IPTG_unit","strain_input_state"
"sample.ginkgo.11767265","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","5","0.006244724","M","0","M","NA"
"sample.ginkgo.11767270","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","5","0.006244724","M","0","M","NA"
"sample.ginkgo.11767278","18.0","MG1655_IcaR_Gate","37.0","5","0.006244724","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767279","18.0","MG1655_IcaR_Gate","37.0","6","0.006244724","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767290","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","5","0.006244724","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767330","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767254","18.0","MG1655_PhlF_Gate","37.0","6","0.006244724","M","0","M","NA"
"sample.ginkgo.11767255","18.0","MG1655_pTACmin","37.0","5","0.006244724","M","0","M","NA"
"sample.ginkgo.11767264","18.0","MG1655_NAND_Circuit","37.0","6","0.006244724","M","0","M","01"
"sample.ginkgo.11767317","5.0","MG1655_WT","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767329","5.0","MG1655_pBADmin","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767244","18.0","MG1655_NAND_Circuit","37.0","6","0","M","6.2447905e-05","M","10"
"sample.ginkgo.11767268","18.0","MG1655_pBADmin","37.0","5","0.006244724","M","0","M","NA"
"sample.ginkgo.11767292","18.0","MG1655_empty_landing_pads","37.0","6","0.006244724","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767253","18.0","MG1655_PhlF_Gate","37.0","5","0.006244724","M","0","M","NA"
"sample.ginkgo.11767262","18.0","MG1655_WT","37.0","6","0.006244724","M","0","M","NA"
"sample.ginkgo.11767269","18.0","MG1655_pBADmin","37.0","6","0.006244724","M","0","M","NA"
"sample.ginkgo.11767276","18.0","MG1655_pTACmin","37.0","6","0.006244724","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767286","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","6","0.006244724","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767293","5.0","MG1655_PhlF_Gate","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767303","5.0","MG1655_NAND_Circuit","37.0","7","0","M","0","M","00"
"sample.ginkgo.11767305","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767309","5.0","MG1655_pBADmin","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767314","5.0","MG1655_PhlF_Gate","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767323","5.0","MG1655_NAND_Circuit","37.0","7","0","M","7.4925e-05","M","10"
"sample.ginkgo.11767328","5.0","MG1655_pBADmin","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767241","18.0","MG1655_pJS007_LALT__backbone","37.0","6","0","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767281","18.0","MG1655_pJS007_LALT__backbone","37.0","6","0.006244724","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767291","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","6","0.006244724","M","6.2447905e-05","M","NA"
"sample.ginkgo.11767316","5.0","MG1655_pTACmin","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767320","5.0","MG1655_pJS007_LALT__backbone","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767324","5.0","MG1655_NAND_Circuit","37.0","8","0","M","7.4925e-05","M","10"
"sample.ginkgo.11767325","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767327","5.0","MG1655_empty_landing_pads","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767339","5.0","MG1655_IcaR_Gate","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767360","5.0","MG1655_pJS007_LALT__backbone","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767374","6.5","MG1655_PhlF_Gate","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767383","6.5","MG1655_NAND_Circuit","37.0","7","0","M","0","M","00"
"sample.ginkgo.11767389","6.5","MG1655_pBADmin","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767398","6.5","MG1655_IcaR_Gate","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767403","6.5","MG1655_NAND_Circuit","37.0","7","0","M","7.4925e-05","M","10"
"sample.ginkgo.11767378","6.5","MG1655_IcaR_Gate","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767379","6.5","MG1655_IcaR_Gate","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767386","6.5","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767399","6.5","MG1655_IcaR_Gate","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767338","5.0","MG1655_IcaR_Gate","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767371","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767373","6.5","MG1655_PhlF_Gate","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767404","6.5","MG1655_NAND_Circuit","37.0","8","0","M","7.4925e-05","M","10"
"sample.ginkgo.11767340","5.0","MG1655_pJS007_LALT__backbone","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767342","5.0","MG1655_WT","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767353","5.0","MG1655_PhlF_Gate","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767385","6.5","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767336","5.0","MG1655_pTACmin","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767341","5.0","MG1655_pJS007_LALT__backbone","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767344","5.0","MG1655_NAND_Circuit","37.0","8","0.007493","M","0","M","01"
"sample.ginkgo.11767347","5.0","MG1655_empty_landing_pads","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767366","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767396","6.5","MG1655_pTACmin","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767354","5.0","MG1655_PhlF_Gate","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767364","5.0","MG1655_NAND_Circuit","37.0","8","0.007493","M","7.4925e-05","M","11"
"sample.ginkgo.11767372","5.0","MG1655_empty_landing_pads","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767375","6.5","MG1655_pTACmin","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767387","6.5","MG1655_empty_landing_pads","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767394","6.5","MG1655_PhlF_Gate","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767406","6.5","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767409","6.5","MG1655_pBADmin","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767345","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767348","5.0","MG1655_pBADmin","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767356","5.0","MG1655_pTACmin","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767376","6.5","MG1655_pTACmin","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767397","6.5","MG1655_WT","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767410","6.5","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767350","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767355","5.0","MG1655_pTACmin","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767361","5.0","MG1655_pJS007_LALT__backbone","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767365","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767381","6.5","MG1655_pJS007_LALT__backbone","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767382","6.5","MG1655_WT","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767358","5.0","MG1655_IcaR_Gate","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767402","6.5","MG1655_WT","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767405","6.5","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767412","6.5","MG1655_empty_landing_pads","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767392","6.5","MG1655_empty_landing_pads","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767352","5.0","MG1655_empty_landing_pads","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767367","5.0","MG1655_empty_landing_pads","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767368","5.0","MG1655_pBADmin","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767369","5.0","MG1655_pBADmin","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767370","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767337","5.0","MG1655_WT","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767357","5.0","MG1655_WT","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767335","5.0","MG1655_pTACmin","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767349","5.0","MG1655_pBADmin","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767384","6.5","MG1655_NAND_Circuit","37.0","8","0","M","0","M","00"
"sample.ginkgo.11767393","6.5","MG1655_PhlF_Gate","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767400","6.5","MG1655_pJS007_LALT__backbone","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767401","6.5","MG1655_pJS007_LALT__backbone","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767351","5.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767380","6.5","MG1655_pJS007_LALT__backbone","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767388","6.5","MG1655_pBADmin","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767391","6.5","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767395","6.5","MG1655_pTACmin","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767408","6.5","MG1655_pBADmin","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767346","5.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767359","5.0","MG1655_IcaR_Gate","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767377","6.5","MG1655_WT","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767407","6.5","MG1655_empty_landing_pads","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767411","6.5","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767334","5.0","MG1655_PhlF_Gate","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767343","5.0","MG1655_NAND_Circuit","37.0","7","0.007493","M","0","M","01"
"sample.ginkgo.11767362","5.0","MG1655_WT","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767363","5.0","MG1655_NAND_Circuit","37.0","7","0.007493","M","7.4925e-05","M","11"
"sample.ginkgo.11767390","6.5","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767416","6.5","MG1655_pTACmin","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767423","6.5","MG1655_NAND_Circuit","37.0","7","0.007493","M","0","M","01"
"sample.ginkgo.11767413","6.5","MG1655_PhlF_Gate","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767422","6.5","MG1655_WT","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767424","6.5","MG1655_NAND_Circuit","37.0","8","0.007493","M","0","M","01"
"sample.ginkgo.11767420","6.5","MG1655_pJS007_LALT__backbone","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767421","6.5","MG1655_pJS007_LALT__backbone","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767417","6.5","MG1655_WT","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767414","6.5","MG1655_PhlF_Gate","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767415","6.5","MG1655_pTACmin","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767418","6.5","MG1655_IcaR_Gate","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767419","6.5","MG1655_IcaR_Gate","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767425","6.5","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767426","6.5","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767432","6.5","MG1655_empty_landing_pads","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767442","6.5","MG1655_WT","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767460","8.0","MG1655_pJS007_LALT__backbone","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767474","8.0","MG1655_PhlF_Gate","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767479","8.0","MG1655_IcaR_Gate","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767454","8.0","MG1655_PhlF_Gate","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767455","8.0","MG1655_pTACmin","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767459","8.0","MG1655_IcaR_Gate","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767427","6.5","MG1655_empty_landing_pads","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767441","6.5","MG1655_pJS007_LALT__backbone","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767445","6.5","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767466","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767430","6.5","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767456","8.0","MG1655_pTACmin","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767429","6.5","MG1655_pBADmin","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767435","6.5","MG1655_pTACmin","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767448","6.5","MG1655_pBADmin","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767452","6.5","MG1655_empty_landing_pads","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767433","6.5","MG1655_PhlF_Gate","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767444","6.5","MG1655_NAND_Circuit","37.0","8","0.007493","M","7.4925e-05","M","11"
"sample.ginkgo.11767477","8.0","MG1655_WT","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767481","8.0","MG1655_pJS007_LALT__backbone","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767434","6.5","MG1655_PhlF_Gate","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767438","6.5","MG1655_IcaR_Gate","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767443","6.5","MG1655_NAND_Circuit","37.0","7","0.007493","M","7.4925e-05","M","11"
"sample.ginkgo.11767469","8.0","MG1655_pBADmin","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767472","8.0","MG1655_empty_landing_pads","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767461","8.0","MG1655_pJS007_LALT__backbone","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767462","8.0","MG1655_WT","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767428","6.5","MG1655_pBADmin","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767447","6.5","MG1655_empty_landing_pads","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767463","8.0","MG1655_NAND_Circuit","37.0","7","0","M","0","M","00"
"sample.ginkgo.11767436","6.5","MG1655_pTACmin","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767465","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767471","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767473","8.0","MG1655_PhlF_Gate","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767475","8.0","MG1655_pTACmin","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767446","6.5","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767449","6.5","MG1655_pBADmin","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767437","6.5","MG1655_WT","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767453","8.0","MG1655_PhlF_Gate","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767458","8.0","MG1655_IcaR_Gate","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767476","8.0","MG1655_pTACmin","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767439","6.5","MG1655_IcaR_Gate","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767457","8.0","MG1655_WT","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767464","8.0","MG1655_NAND_Circuit","37.0","8","0","M","0","M","00"
"sample.ginkgo.11767467","8.0","MG1655_empty_landing_pads","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767470","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767478","8.0","MG1655_IcaR_Gate","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767431","6.5","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767451","6.5","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767468","8.0","MG1655_pBADmin","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767480","8.0","MG1655_pJS007_LALT__backbone","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767440","6.5","MG1655_pJS007_LALT__backbone","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767450","6.5","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767512","8.0","MG1655_empty_landing_pads","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767548","18.0","MG1655_pBADmin","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767500","8.0","MG1655_pJS007_LALT__backbone","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767534","18.0","MG1655_PhlF_Gate","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767541","18.0","MG1655_pJS007_LALT__backbone","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767495","8.0","MG1655_pTACmin","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767523","8.0","MG1655_NAND_Circuit","37.0","7","0.007493","M","7.4925e-05","M","11"
"sample.ginkgo.11767490","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767494","8.0","MG1655_PhlF_Gate","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767507","8.0","MG1655_empty_landing_pads","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767540","18.0","MG1655_pJS007_LALT__backbone","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767485","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767492","8.0","MG1655_empty_landing_pads","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767498","8.0","MG1655_IcaR_Gate","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767499","8.0","MG1655_IcaR_Gate","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767520","8.0","MG1655_pJS007_LALT__backbone","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767521","8.0","MG1655_pJS007_LALT__backbone","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767525","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767538","18.0","MG1655_IcaR_Gate","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767484","8.0","MG1655_NAND_Circuit","37.0","8","0","M","7.4925e-05","M","10"
"sample.ginkgo.11767491","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767506","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767516","8.0","MG1655_pTACmin","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767497","8.0","MG1655_WT","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767505","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767508","8.0","MG1655_pBADmin","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767530","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767486","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767487","8.0","MG1655_empty_landing_pads","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767496","8.0","MG1655_pTACmin","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767501","8.0","MG1655_pJS007_LALT__backbone","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767531","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767532","8.0","MG1655_empty_landing_pads","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767483","8.0","MG1655_NAND_Circuit","37.0","7","0","M","7.4925e-05","M","10"
"sample.ginkgo.11767504","8.0","MG1655_NAND_Circuit","37.0","8","0.007493","M","0","M","01"
"sample.ginkgo.11767510","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767535","18.0","MG1655_pTACmin","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767514","8.0","MG1655_PhlF_Gate","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767518","8.0","MG1655_IcaR_Gate","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767536","18.0","MG1655_pTACmin","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767546","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767550","18.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767517","8.0","MG1655_WT","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767522","8.0","MG1655_WT","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767524","8.0","MG1655_NAND_Circuit","37.0","8","0.007493","M","7.4925e-05","M","11"
"sample.ginkgo.11767529","8.0","MG1655_pBADmin","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767543","18.0","MG1655_NAND_Circuit","37.0","7","0","M","0","M","00"
"sample.ginkgo.11767547","18.0","MG1655_empty_landing_pads","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767482","8.0","MG1655_WT","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767527","8.0","MG1655_empty_landing_pads","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767539","18.0","MG1655_IcaR_Gate","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767489","8.0","MG1655_pBADmin","37.0","8","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767493","8.0","MG1655_PhlF_Gate","37.0","7","0.007493","M","0","M","NA"
"sample.ginkgo.11767511","8.0","MG1655_pJS007_LALT__I1__IcaRA","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767513","8.0","MG1655_PhlF_Gate","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767533","18.0","MG1655_PhlF_Gate","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767542","18.0","MG1655_WT","37.0","8","0","M","0","M","NA"
"sample.ginkgo.11767502","8.0","MG1655_WT","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767515","8.0","MG1655_pTACmin","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767519","8.0","MG1655_IcaR_Gate","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767528","8.0","MG1655_pBADmin","37.0","7","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767488","8.0","MG1655_pBADmin","37.0","7","0","M","7.4925e-05","M","NA"
"sample.ginkgo.11767526","8.0","MG1655_pJS007_LALT__P3__PhlF","37.0","8","0.007493","M","7.4925e-05","M","NA"
"sample.ginkgo.11767544","18.0","MG1655_NAND_Circuit","37.0","8","0","M","0","M","00"
"sample.ginkgo.11767503","8.0","MG1655_NAND_Circuit","37.0","7","0.007493","M","0","M","01"
"sample.ginkgo.11767509","8.0","MG1655_pBADmin","37.0","8","0.007493","M","0","M","NA"
"sample.ginkgo.11767537","18.0","MG1655_WT","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767545","18.0","MG1655_pJS007_LALT__P3__PhlF","37.0","7","0","M","0","M","NA"
"sample.ginkgo.11767549","18.0","MG1655_pBADmin","37.0","8","0","M","0","M","NA"
